INSERT into orderItems (OrderNumber, itemName, Quantity, Price) VALUES
(0, Sunday Buffet, 3, 60.0),
(1, Sunday Buffet, 3, 60.0),
(2, Sunday Buffet, 1, 20.0),
(3, Sunday Buffet, 3, 60.0),
(4, Sunday Buffet, 1, 20.0),
(5, Sunday Buffet, 1, 20.0),
(6, Sunday Buffet, 1, 20.0),
(7, Sunday Buffet, 5, 100.0),
(8, Sunday Buffet, 4, 80.0),
(9, Sunday Buffet, 5, 100.0),
(10, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1268, 'Chicken Chow Mein',  'hot', 'lunch', 2, 19.0),
(1268, 'Pork Chop Suey',  'mild', 'lunch', 1, 10.5),
(1268, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(1269, 'Chicken Egg Foo Young',  'hot', 'lunch', 2, 23.0),
(1270, 'BBQ Pork Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(1271, 'BBQ Pork Chow Mein',  'oh my god', 'lunch', 4, 38.0),
(1271, 'Dumpling (Potsitckers)(10)',  'mild', 'lunch', 1, 6.0),
(1271, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(1271, 'Wonton Soup',  'mild', 'lunch', 4, 16.0),
(1272, 'Wonton Soup' , 'mild', 'evening', 1, 5.0),
(1273, 'BBQ Pork Chow Mein' , 'mild', 'evening', 6, 75.0),
(1274, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(1274, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1274, 'Beef Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(1274, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1274, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(1274, 'Pork Chop Suey' , 'hot', 'evening', 2, 27.0),
(1274, 'Vegetable Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1275, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 1, 12.5),
(1275, 'BBQ Pork Chow Mein' , 'mild', 'evening', 1, 12.5),
(1275, 'Egg Flower Soup' , 'mild', 'evening', 2, 14.0),
(1276, 'Vegetable Chow Mein' , 'mild', 'evening', 2, 25.0),
(1276, 'Stir Fried Vegetable' , 'mild', 'evening', 2, 21.0),
(1276, 'BBQ Pork Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(1276, 'Chicken Chop Suey' , 'mild', 'evening', 1, 13.5),
(1276, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(1276, 'Shrimp Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(1277, 'Mongolian Beef' , 'mild', 'evening', 2, 38.0),
(1278, 'Chicken Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1278, 'Chicken Egg Foo Young', 'mild', ' children', 1, 10.5),
(1279, 'Beef Chow Mein' , 'hot', 'evening', 1, 12.5),
(1280, 'Chicken Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1280, 'Shrimp Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(1280, 'Pork Chop Suey' , 'hot', 'evening', 2, 27.0),
(1280, 'Chicken Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1280, 'Shrimp w. Mixed Vegetable' , 'mild', 'evening', 1, 13.5),
(1281, 'Pork Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(1281, 'Beef Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1281, 'Beef Egg Foo Young', 'mild', ' children', 1, 10.5),
(1281, 'Beef Chop Suey' , 'tangy', 'evening', 2, 27.0),
(1282, 'Shrimp Egg Foo Young' , 'hot', 'evening', 2, 29.0),
(1283, 'Shrimp Chow Mein' , 'mild', 'evening', 2, 25.0),
(1283, 'Beef Chop Suey' , 'mild', 'evening', 1, 13.5),
(1283, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(1283, 'Vegetable Chow Mein' , 'tangy', 'evening', 2, 25.0),
(1284, 'Vegetables Chop Suey' , 'piquant', 'evening', 1, 13.5),
(1284, 'Shrimp Chop Suey' , 'piquant', 'evening', 2, 27.0),
(1284, 'Shrimp Chow Mein' , 'hot', 'evening', 1, 12.5),
(1285, 'BBQ Pork Chow Mein' , 'hot', 'evening', 1, 12.5),
(1286, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(1286, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(1286, 'Shrimp Chow Mein' , 'piquant', 'evening', 1, 12.5),
(1286, 'Vegetable Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1286, 'Beef Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1287, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(1287, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(1287, 'Vegetables Chop Suey' , 'tangy', 'evening', 2, 27.0),
(1287, 'Vegetables Chop Suey' , 'piquant', 'evening', 2, 27.0),
(1287, 'Vegetables Chop Suey' , 'hot', 'evening', 1, 13.5),
(1288, 'Vegetables Chop Suey' , 'hot', 'evening', 1, 13.5),
(1289, 'Chicken Chow Mein' , 'mild', 'evening', 2, 25.0),
(1289, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(1290, 'BBQ Pork Chow Mein' , 'tangy', 'evening', 2, 25.0),
(1290, 'Beef Chow Mein' , 'piquant', 'evening', 1, 12.5),
(1290, 'Chicken Egg Foo Young', 'mild', ' children', 1, 10.5),
(1290, 'Beef Chow Mein' , 'piquant', 'evening', 1, 12.5),
(1290, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(1290, 'Beef Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(1290, 'Chicken Egg Foo Young', 'mild', ' children', 1, 10.5),
(1290, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 2, 25.0),
(1291, 'Chicken Chow Mein' , 'piquant', 'evening', 1, 12.5),
(1291, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(1291, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 1, 12.5),
(1291, 'BBQ Pork Chow Mein' , 'mild', 'evening', 1, 12.5),
(1292, 'Beef Chow Mein' , 'piquant', 'evening', 1, 12.5),
(1292, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(1292, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1292, 'Shrimp Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(1293, 'Cashew Shrimp' , 'mild', 'evening', 1, 14.0),
(1293, 'Shrimp Chop Suey' , 'piquant', 'evening', 2, 27.0),
(1293, 'Beef Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1294, 'Beef Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1294, 'Pork Chop Suey', 'mild', ' children', 5, 47.5),
(1295, 'Shrimp Chop Suey' , 'tangy', 'evening', 1, 13.5),
(1296, 'Beef Chow Mein' , 'hot', 'evening', 1, 12.5),
(1296, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(1296, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 2, 29.0),
(1296, 'Beef Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(1296, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(1297, 'Chicken Chow Mein' , 'hot', 'evening', 1, 12.5),
(1298, 'Beef Chop Suey',  'tangy', 'lunch', 1, 10.5),
(1299, 'Egg Flower Soup',  'mild', 'lunch', 1, 6.0),
(1299, 'BBQ Pork Chow Mein',  'oh my god', 'lunch', 4, 38.0),
(1299, 'Chicken Egg Foo Young',  'piquant', 'lunch', 2, 23.0),
(1299, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(1300, 'Beef Egg Foo Young',  'hot', 'lunch', 4, 46.0),
(1300, 'Beef Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(1300, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(1300, 'Beef Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(1301, 'BBQ Pork Egg Foo Young',  'oh my god', 'lunch', 1, 11.5),
(1301, 'House Special Chop Suey',  'mild', 'lunch', 1, 11.5),
(1301, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(1301, 'Beef Chop Suey',  'hot', 'lunch', 1, 10.5),
(1302, 'Beef Chop Suey',  'hot', 'lunch', 2, 21.0),
(1302, 'House Special Chop Suey',  'oh my god', 'lunch', 1, 11.5),
(1302, 'BBQ Pork Chow Mein',  'piquant', 'lunch', 1, 9.5),
(1302, 'Chicken Chop Suey',  'piquant', 'lunch', 1, 10.5),
(1302, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(1303, 'Beef Chow Mein',  'mild', 'lunch', 6, 57.0),
(1304, 'Beef Chop Suey',  'tangy', 'lunch', 1, 10.5),
(1305, 'Chicken Chop Suey',  'mild', 'lunch', 2, 21.0),
(1305, 'Chicken Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(1305, 'Egg Flower Soup',  'mild', 'lunch', 1, 6.0),
(1306, 'Chicken Chow Mein',  'hot', 'lunch', 2, 19.0),
(1306, 'Chicken Chop Suey',  'tangy', 'lunch', 1, 10.5),
(1306, 'Beef Chop Suey',  'mild', 'lunch', 2, 21.0),
(1306, 'Beef Chow Mein',  'mild', 'lunch', 1, 9.5),
(1306, 'Beef Egg Foo Young',  'oh my god', 'lunch', 1, 11.5),
(1307, 'Chicken Chow Mein',  'piquant', 'lunch', 1, 9.5),
(1307, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1307, 'House Special Chop Suey',  'oh my god', 'lunch', 1, 11.5),
(1307, 'Stir Fried Vegetable',  'mild', 'lunch', 4, 34.0),
(1308, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(1308, 'Vegetable Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(1308, 'Chicken Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(1308, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(1309, 'Shrimp Chop Suey' , 'tangy', 'evening', 2, 27.0),
(1309, 'Egg Flower Soup' , 'mild', 'evening', 3, 21.0),
(1309, 'Vegetable Chow Mein' , 'tangy', 'evening', 3, 37.5),
(1309, 'Beef w. Ginger and Green Onion' , 'mild', 'evening', 1, 14.5),
(1310, 'BBQ Pork Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(1310, 'Chicken Egg Foo Young' , 'mild', 'evening', 4, 58.0),
(1310, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 1, 12.5),
(1311, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(1312, 'Vegetable Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(1312, 'Pork Chop Suey' , 'piquant', 'evening', 1, 13.5),
(1312, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(1313, 'Beef Chow Mein' , 'hot', 'evening', 1, 12.5),
(1314, 'Shrimp Chow Mein' , 'tangy', 'evening', 1, 12.5),
(1315, 'Moo Shu Pork/Chicken/Beef' , 'mild', 'evening', 1, 8.0),
(1315, 'Vegetable Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1315, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(1315, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(1315, 'BBQ Pork Egg Foo Young' , 'hot', 'evening', 2, 29.0),
(1315, 'Shrimp Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(1316, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 6, 111.0),
(1317, 'Pork w. Vegetable' , 'mild', 'evening', 1, 12.5),
(1317, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(1318, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(1318, 'Beef Chop Suey', 'mild', ' children', 1, 9.5),
(1318, 'Dumpling (Potsitckers)(10)' , 'mild', 'evening', 1, 6.0),
(1318, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1318, 'Beef Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(1318, 'Stir Fried Vegetable', 'mild', ' children', 2, 13.0),
(1318, 'Beef Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(1318, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(1318, 'Vegetable Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(1319, 'Chicken Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(1319, 'Pork w. Vegetable', 'mild', ' children', 2, 17.0),
(1320, 'Vegetable Chow Mein' , 'piquant', 'evening', 4, 50.0),
(1320, 'Chicken Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(1320, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(1320, 'Vegetable Chow Mein' , 'tangy', 'evening', 2, 25.0),
(1321, 'Beef Chop Suey' , 'mild', 'evening', 2, 27.0),
(1321, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1321, 'BBQ Pork Chow Mein' , 'mild', 'evening', 1, 12.5),
(1321, 'Pork Chop Suey' , 'hot', 'evening', 1, 13.5),
(1321, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(1321, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(1322, 'Chicken Chop Suey' , 'piquant', 'evening', 1, 13.5),
(1322, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(1322, 'Chicken Egg Foo Young' , 'oh my god', 'evening', 2, 29.0),
(1322, 'Chicken Chop Suey' , 'hot', 'evening', 1, 13.5),
(1322, 'BBQ Pork Chow Mein' , 'hot', 'evening', 1, 12.5),
(1322, 'Chicken w. Vegetable' , 'mild', 'evening', 2, 25.0),
(1323, 'Beef Chop Suey' , 'mild', 'evening', 2, 27.0),
(1323, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(1323, 'Chicken Chow Mein' , 'tangy', 'evening', 1, 12.5),
(1323, 'Shrimp Chop Suey' , 'mild', 'evening', 2, 27.0),
(1323, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(1323, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(1323, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(1324, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(1324, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(1324, 'BBQ Pork Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(1324, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(1325, 'Shrimp Chop Suey' , 'tangy', 'evening', 1, 13.5),
(1325, 'Moo Shu Pork/Chicken/Beef' , 'mild', 'evening', 1, 8.0),
(1325, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(1326, 'Beef Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1326, 'Beef Chop Suey', 'mild', ' children', 1, 9.5),
(1327, 'Shrimp Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(1327, 'Vegetable Chow Mein' , 'tangy', 'evening', 1, 12.5),
(1327, 'Beef Chow Mein' , 'oh my god', 'evening', 2, 25.0),
(1327, 'BBQ Pork Egg Foo Young', 'mild', ' children', 1, 10.5),
(1327, 'Shrimp Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(1327, 'Beef Chow Mein' , 'mild', 'evening', 1, 12.5),
(1327, 'Beef Chop Suey', 'mild', ' children', 1, 9.5),
(1328, 'BBQ Pork Egg Foo Young',  'mild', 'lunch', 6, 69.0),
(1328, 'Beef Egg Foo Young', 'mild', ' children', 1, 10.5),
(1329, 'Pork Chop Suey',  'hot', 'lunch', 1, 10.5),
(1330, 'Beef Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(1330, 'BBQ Pork Egg Foo Young',  'piquant', 'lunch', 4, 46.0),
(1330, 'BBQ Pork Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(1331, 'Dumpling (Potsitckers)(10)',  'mild', 'lunch', 1, 6.0),
(1331, 'Chicken Egg Foo Young', 'mild', ' children', 1, 10.5),
(1331, 'House Special Chop Suey',  'piquant', 'lunch', 1, 11.5),
(1331, 'BBQ Pork Chow Mein',  'mild', 'lunch', 2, 19.0),
(1331, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1331, 'Shrimp w. Garlic Sauce',  'mild', 'lunch', 1, 11.5),
(1331, 'House Special Chow Mein',  'mild', 'lunch', 1, 10.5),
(1331, 'Beef w. Mixed Vegetables', 'mild', ' children', 1, 8.5),
(1332, 'Beef Chow Mein',  'tangy', 'lunch', 1, 9.5),
(1333, 'House Special Chop Suey',  'piquant', 'lunch', 3, 34.5),
(1333, 'Beef Chop Suey',  'piquant', 'lunch', 1, 10.5),
(1333, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1333, 'BBQ Pork Egg Foo Young',  'hot', 'lunch', 1, 11.5),
(1333, 'Chicken Egg Foo Young',  'hot', 'lunch', 1, 11.5),
(1334, 'Shrimp w. Garlic Sauce',  'mild', 'lunch', 1, 11.5),
(1334, 'Chicken Chow Mein',  'oh my god', 'lunch', 2, 19.0),
(1334, 'Wonton Soup',  'mild', 'lunch', 4, 16.0),
(1335, 'Chicken Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(1335, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(1336, 'House Special Egg Foo Young',  'hot', 'lunch', 1, 12.5),
(1337, 'BBQ Pork Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(1338, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 2, 29.0),
(1338, 'Pork w. Vegetable' , 'mild', 'evening', 3, 37.5),
(1338, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 2, 19.0),
(1338, 'Shrimp Chop Suey' , 'hot', 'evening', 1, 13.5),
(1338, 'Vegetables Chop Suey' , 'tangy', 'evening', 1, 13.5),
(1339, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(1339, 'Beef Chop Suey' , 'mild', 'evening', 1, 13.5),
(1339, 'Beef Chow Mein', 'mild', ' children', 3, 25.5),
(1339, 'House Special Chow Mein',  'hot', 'lunch', 2, 21.0),
(1340, 'Shrimp Chop Suey' , 'tangy', 'evening', 1, 13.5),
(1341, 'Chicken Chow Mein' , 'piquant', 'evening', 1, 12.5),
(1341, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1341, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(1341, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(1341, 'Beef Chop Suey' , 'mild', 'evening', 2, 27.0),
(1341, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 2, 19.0),
(1341, 'Shrimp Chow Mein' , 'hot', 'evening', 1, 12.5),
(1342, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(1342, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(1342, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(1342, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(1342, 'Shrimp Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(1342, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1342, 'Shrimp Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(1343, 'Beef Chop Suey' , 'piquant', 'evening', 1, 13.5),
(1343, 'Chicken Chop Suey', 'mild', ' children', 2, 19.0),
(1344, 'Chicken Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(1344, 'Chicken Chow Mein', 'mild', ' children', 2, 17.0),
(1345, 'Vegetable Chow Mein' , 'mild', 'evening', 1, 12.5),
(1345, 'Pork Chop Suey' , 'piquant', 'evening', 1, 13.5),
(1345, 'Chicken Egg Foo Young' , 'mild', 'evening', 4, 58.0),
(1346, 'Chicken Chow Mein' , 'hot', 'evening', 1, 12.5),
(1347, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(1348, 'Chicken Chop Suey' , 'mild', 'evening', 1, 13.5),
(1348, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(1349, 'Chicken Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(1349, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(1350, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(1350, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(1350, 'Pork Chop Suey' , 'hot', 'evening', 1, 13.5),
(1350, 'Shrimp Chow Mein' , 'hot', 'evening', 1, 12.5),
(1351, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(1351, 'Beef Chop Suey', 'mild', ' children', 1, 9.5),
(1351, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 1, 18.5),
(1351, 'Chicken Egg Foo Young' , 'hot', 'evening', 2, 29.0),
(1351, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(1351, 'Beef Egg Foo Young' , 'oh my god', 'evening', 2, 29.0),
(1351, 'Vegetable Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1352, 'BBQ Pork Chow Mein' , 'hot', 'evening', 2, 25.0),
(1352, 'Shrimp Chop Suey' , 'tangy', 'evening', 1, 13.5),
(1352, 'Pork Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(1353, 'Wonton Soup' , 'mild', 'evening', 2, 10.0),
(1353, 'Beef Chow Mein' , 'mild', 'evening', 1, 12.5),
(1353, 'BBQ Pork Chow Mein', 'mild', ' children', 1, 8.5),
(1353, 'BBQ Pork Chow Mein' , 'tangy', 'evening', 2, 25.0),
(1353, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(1353, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1353, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 2, 25.0),
(1354, 'Shrimp Chow Mein' , 'tangy', 'evening', 1, 12.5),
(1355, 'Vegetables Chop Suey' , 'mild', 'evening', 6, 81.0),
(1356, 'Shrimp Egg Foo Young' , 'hot', 'evening', 2, 29.0),
(1357, 'BBQ Pork Chow Mein' , 'tangy', 'evening', 1, 12.5),
(1357, 'Chicken Chop Suey' , 'hot', 'evening', 1, 13.5),
(1357, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 2, 29.0),
(1357, 'Beef Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(1358, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(1359, 'Shrimp Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(1360, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(1360, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(1360, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1360, 'Shrimp Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1361, 'Beef Chow Mein' , 'hot', 'evening', 1, 12.5),
(1362, 'Vegetable Chow Mein' , 'hot', 'evening', 2, 25.0),
(1363, 'Beef Chow Mein',  'tangy', 'lunch', 1, 9.5),
(1364, 'House Special Chow Mein',  'oh my god', 'lunch', 1, 10.5),
(1364, 'Chicken Chow Mein',  'hot', 'lunch', 1, 9.5),
(1364, 'Beef Chow Mein',  'hot', 'lunch', 1, 9.5),
(1365, 'Shrimp w. Mixed Vegetable',  'mild', 'lunch', 6, 69.0),
(1366, 'Beef w. Broccoli',  'mild', 'lunch', 2, 21.0),
(1366, 'Chicken Chow Mein',  'piquant', 'lunch', 1, 9.5),
(1366, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(1366, 'Beef Egg Foo Young',  'piquant', 'lunch', 2, 23.0),
(1366, 'BBQ Pork Chow Mein', 'mild', ' children', 1, 8.5),
(1366, 'BBQ Pork Chow Mein',  'piquant', 'lunch', 1, 9.5),
(1366, 'Chicken Chow Mein',  'mild', 'lunch', 2, 19.0),
(1367, 'Pork Chop Suey',  'oh my god', 'lunch', 6, 63.0),
(1368, 'House Special Chop Suey',  'hot', 'lunch', 1, 11.5),
(1368, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(1368, 'Pork Chop Suey',  'hot', 'lunch', 1, 10.5),
(1368, 'House Special Egg Foo Young',  'oh my god', 'lunch', 3, 37.5),
(1369, 'House Special Chow Mein',  'oh my god', 'lunch', 2, 21.0),
(1370, 'House Special Chow Mein',  'mild', 'lunch', 1, 10.5),
(1370, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(1370, 'Shrimp w. Garlic Sauce',  'mild', 'lunch', 1, 11.5),
(1370, 'Beef Egg Foo Young',  'piquant', 'lunch', 2, 23.0),
(1370, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(1370, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(1370, 'House Special Egg Foo Young',  'oh my god', 'lunch', 1, 12.5),
(1371, 'Beef Chow Mein',  'mild', 'lunch', 6, 57.0),
(1372, 'Pork Chop Suey',  'oh my god', 'lunch', 6, 63.0),
(1373, 'Shrimp Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1373, 'Chicken Chow Mein' , 'oh my god', 'evening', 3, 37.5),
(1373, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(1373, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(1373, 'Dumpling (Potsitckers)(10)' , 'mild', 'evening', 1, 6.0),
(1373, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(1374, 'Shrimp Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1374, 'Shrimp Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1374, 'Stir Fried Vegetable' , 'mild', 'evening', 1, 10.5),
(1375, 'Chicken Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(1375, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(1375, 'Chicken Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(1375, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(1375, 'Chicken Chop Suey' , 'piquant', 'evening', 1, 13.5),
(1375, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(1375, 'Chicken Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(1376, 'Beef Chop Suey' , 'mild', 'evening', 1, 13.5),
(1376, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(1377, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 2, 29.0),
(1377, 'Beef Chow Mein' , 'hot', 'evening', 1, 12.5),
(1377, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(1377, 'Shrimp Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(1378, 'Pork Chop Suey' , 'tangy', 'evening', 1, 13.5),
(1378, 'Shrimp Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(1378, 'BBQ Pork Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(1379, 'Chicken Chop Suey' , 'tangy', 'evening', 1, 13.5),
(1379, 'Chicken Chop Suey' , 'piquant', 'evening', 1, 13.5),
(1379, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(1379, 'BBQ Pork Egg Foo Young' , 'hot', 'evening', 2, 29.0),
(1379, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 2, 29.0),
(1379, 'Beef Chow Mein' , 'hot', 'evening', 2, 25.0),
(1380, 'Shrimp Chop Suey' , 'hot', 'evening', 4, 54.0),
(1380, 'Chicken Chow Mein' , 'tangy', 'evening', 1, 12.5),
(1380, 'Vegetable Chow Mein' , 'oh my god', 'evening', 1, 12.5),
